anyo,trimestre,barrio,barrio_URI,num_viviendas,metros_2,dormitorios,banyos,renta_min,renta_media,renta_max,euros_m2,desv_tipica
2015,4,Florida Alta,Q5863207,30,88,2.8,1.1,300,393,500,4.5,52
2015,4,Florida Baixa,Q5555553,54,89,2.7,1.4,275,422,550,4.7,70
2015,4,Garbinet,Q8963455,45,143,2.8,1.9,440,650,900,4.5,129
2015,4,Joan XXIII,Q5952905,6,74,2.6,1,300,377,410,5.1,37
2015,4,Joan XXIII,Q5952905,2,93,3.5,1.5,330,340,350,3.7,10
2015,4,l'Albufereta,Q11482271,103,84,2,1.4,240,523,1000,6.2,135
2015,4,Els Àngels,Q9024383,53,94,2.8,1.5,290,400,520,4.3,54
2015,4,Mercado,Q3117833,72,99,2.7,1.6,280,573,1200,5.8,177
2015,4,international peace,Q114246474,15,112,2.9,2,600,647,750,5.8,42
2015,4,Plaza Juan Pablo II,Q136523625,14,103,2.6,1.8,450,606,700,5.9,63
2015,4,Pla del Bon Repòs,Q9060237,83,82,2.6,1.2,300,401,500,4.9,56
2015,4,San Juan Playa,Q9060728,261,121,2.6,1.8,340,717,1200,5.9,225
2015,4,Polígono Babel,Q18005830,50,110,3.2,1.9,400,578,800,5.3,94
2015,4,Polígono San Blas,Q9061569,33,95,3.1,1.6,350,475,700,5,100
2015,4,San Fernando-Princesa Mercedes,Q6118706,16,85,2.9,1.2,250,368,500,4.3,81
2015,4,Raval Roig,Q9066754,20,93,2.4,1.5,390,537,800,5.8,115
2015,4,San Agustín (Alicante),Q9073289,4,120,2.7,2.3,230,453,750,3.8,193
2015,4,San Antón,Q2917775,37,79,2.1,1.2,295,431,650,5.5,82
2015,4,San Blas-Santo Domingo,Q4897331,78,87,2.6,1.4,310,445,655,5.1,79
2015,4,San Gabriel National Forest,Q7414207,32,99,3,1.7,325,519,750,5.3,101
2015,4,Lo Morant-San Nicolás de Bari,Q5852070,2,100,3,1,300,325,350,3.3,25
2015,4,Tómbola,Q6154605,8,108,3.3,1.9,300,514,600,4.8,93
2015,4,Urbanova,Q125359431,21,71,2,1.4,325,460,750,6.5,108
2015,4,Villafranqueza,Q9094009,13,81,2.5,1.4,340,388,450,4.8,35
2015,4,Virgen del Remedio,Q6163619,8,86,3.1,1.1,200,289,350,3.4,43
2015,4,Vistahermosa,Q6163998,19,121,2.5,1.8,350,717,1350,5.9,235
2016,1,Alipark,Q8195638,14,88,3.1,1.4,300,429,500,4.9,65
2016,1,Altozano-Conde Lumiares,Q5855261,30,88,3,1.5,250,403,550,4.6,87
2016,1,Benalua,Q8246192,82,105,2.8,1.5,290,493,900,4.7,154
2016,1,Benissa,Q1649406,11,108,2.9,1.9,314,560,780,5.2,135
2016,1,Cabo de las Huertas,Q8254541,68,115,2.4,1.7,395,743,1500,6.5,303
2016,1,Campoamor,Q8261229,48,88,2.7,1.2,250,403,550,4.6,72
2016,1,Carolinas Altas,Q5199022,62,81,2.3,1.3,300,392,550,4.8,55
2016,1,Carolinas Bajas,Q8339426,49,78,2.3,1.3,250,391,500,5,63
2016,1,Old town-Santa Cruz,Q8341907,43,81,2.1,1.4,300,588,1200,7.3,233
2016,1,Old town-Santa Cruz,Q8341907,92,86,2.2,1.5,350,595,1000,6.9,155
2016,1,Asis,Q5770765,21,90,2.5,1.4,325,395,490,4.4,47
2016,1,El Palmeral-Urbanova-Tabarca,Q5669909,8,93,2.6,1.7,450,569,600,6.1,50
2016,1,Ensanche Diputación,Q5834070,154,106,3,1.7,300,641,1200,6.1,182
2016,1,Florida Alta,Q5863207,23,87,2.5,1,280,401,550,4.6,73
2016,1,Florida Baixa,Q5555553,44,90,2.7,1.5,275,432,600,4.8,83
2016,1,Garbinet,Q8963455,66,105,2.8,1.8,300,562,800,5.4,94
2016,1,Joan XXIII,Q5952905,7,79,3,1.1,350,419,500,5.3,54
2016,1,Joan XXIII,Q5952905,2,80,3,1.5,250,300,350,3.8,50
2016,1,l'Albufereta,Q11482271,66,75,2,1.3,250,516,1000,6.9,163
2016,1,Els Àngels,Q9024383,53,95,2.9,1.5,250,419,700,4.4,95
2016,1,Mercado,Q3117833,70,94,2.6,1.5,300,549,900,5.8,158
2016,1,international peace,Q114246474,23,106,3,2,550,654,800,6.2,78
2016,1,Plaza Juan Pablo II,Q136523625,12,98,2.5,1.9,390,599,850,6.1,106
2016,1,Pla del Bon Repòs,Q9060237,64,79,2.6,1.2,270,420,700,5.3,104
2016,1,San Juan Playa,Q9060728,207,127,2.7,1.9,300,763,1300,6,243
2016,1,Polígono Babel,Q18005830,28,108,3.4,2,400,572,800,5.3,101
2016,1,Polígono San Blas,Q9061569,21,117,3.8,2,445,662,900,5.6,118
2016,1,San Fernando-Princesa Mercedes,Q6118706,9,74,2.2,1,350,384,442,5.2,31
2016,1,Raval Roig,Q9066754,17,81,2,1.3,350,524,800,6.5,131
2016,1,San Agustín (Alicante),Q9073289,3,110,2.3,1.5,400,433,500,3.9,47
2016,1,San Antón,Q2917775,18,72,1.9,1.3,295,475,720,6.6,106
2016,1,San Blas-Santo Domingo,Q4897331,75,97,3,1.5,330,475,700,4.9,98
2016,1,San Gabriel National Forest,Q7414207,20,105,3.1,1.8,300,531,800,5,119
2016,1,Lo Morant-San Nicolás de Bari,Q5852070,2,109,3,1.5,300,350,400,3.2,50
2016,1,Sidi Ifni-Nuevo Alicante,Q6127455,3,83,2.3,1.3,330,370,430,4.4,43
2016,1,Tómbola,Q6154605,2,86,2.5,1.5,300,388,475,4.5,88
2016,1,Urbanova,Q125359431,18,81,2.2,1.7,400,504,700,6.2,100
2016,1,Villafranqueza,Q9094009,3,75,2.3,1.3,380,403,450,5.4,33
2016,1,Virgen del Remedio,Q6163619,8,86,3.3,1.1,250,318,450,3.7,60
2016,1,Vistahermosa,Q6163998,17,100,2.8,1.6,420,599,950,6,149
2016,2,Colonia Requena,Q5777835,5,60,2.6,1,190,224,240,3.7,17
2016,2,Joan XXIII,Q5952905,6,81,2.8,1.2,300,348,450,4.3,56
2016,2,Moralet,Q19859732,3,78,2.3,1,350,377,400,4.8,21
2016,2,San Fernando-Princesa Mercedes,Q6118706,17,90,3.1,1.1,250,389,500,4.3,71
2016,2,Virgen del Remedio,Q6163619,2,95,3.5,1.5,270,395,520,4.2,125
2016,2,Florida Alta,Q5863207,34,90,2.6,1.2,260,400,500,4.4,63
2016,2,Villafranqueza,Q9094009,7,76,2.1,1.7,350,404,450,5.3,39
2016,2,Els Àngels,Q9024383,37,83,2.7,1.4,250,418,575,5,81
2016,2,Carolinas Altas,Q5199022,62,82,2.4,1.3,290,419,550,5.1,68
2016,2,Pla del Bon Repòs,Q9060237,67,81,2.6,1.3,250,428,650,5.3,98
2016,2,Florida Baixa,Q5555553,38,83,2.6,1.3,330,430,575,5.2,68
2016,2,Asis,Q5770765,27,88,2.5,1.5,300,432,500,4.9,64
2016,2,Carolinas Bajas,Q8339426,62,81,2.4,1.2,300,432,600,5.4,79
2016,2,Altozano-Conde Lumiares,Q5855261,25,88,2.7,1.3,270,434,600,4.9,93
2016,2,Campoamor,Q8261229,45,91,2.8,1.5,275,446,600,4.9,90
2016,2,Benalua,Q8246192,51,87,2.5,1.3,310,458,800,5.2,97
2016,2,San Blas-Santo Domingo,Q4897331,62,92,2.7,1.4,310,464,700,5.1,91
2016,2,San Antón,Q2917775,15,73,1.8,1.2,350,467,650,6.4,82
2016,2,Polígono San Blas,Q9061569,31,95,2.7,1.4,325,479,700,5.1,92
2016,2,San Gabriel National Forest,Q7414207,17,100,2.9,1.6,330,514,650,5.1,105
2016,2,Alipark,Q8195638,27,94,3,1.3,375,519,600,5.5,69
2016,2,Tómbola,Q6154605,3,100,2.3,2,500,533,550,5.3,24
2016,2,Benissa,Q1649406,5,102,3.2,2,480,546,600,5.4,38
2016,2,Vistahermosa,Q6163998,9,128,3.1,1.6,400,553,750,4.3,106
2016,2,El Palmeral-Urbanova-Tabarca,Q5669909,7,112,2.9,2,420,553,700,4.9,88
2016,2,Polígono Babel,Q18005830,34,103,3.1,1.8,350,558,800,5.4,116
2016,2,Urbanova,Q125359431,10,91,2.2,1.7,400,580,950,6.4,195
2016,2,l'Albufereta,Q11482271,55,86,2.2,1.5,250,604,1200,7,181
2016,2,Old town-Santa Cruz,Q8341907,43,79,1.8,1.3,300,608,1200,7.7,201
2016,2,Garbinet,Q8963455,48,116,2.7,1.8,275,617,900,5.3,129
2016,2,Plaza Juan Pablo II,Q136523625,20,102,2.8,1.9,500,619,750,6.1,72
2016,2,international peace,Q114246474,19,103,2.8,1.8,500,644,800,6.2,93
2016,2,Mercado,Q3117833,87,106,2.8,1.7,360,669,1100,6.3,183
2016,2,Raval Roig,Q9066754,14,90,2.4,1.3,350,672,820,7.4,133
2016,2,Old town-Santa Cruz,Q8341907,79,92,2.5,1.6,350,688,1200,7.5,196
2016,2,Ensanche Diputación,Q5834070,133,106,2.9,1.7,380,689,1200,6.5,201
2016,2,San Juan Playa,Q9060728,151,102,2.4,1.7,230,720,1400,7.1,266
2016,2,Cabo de las Huertas,Q8254541,59,116,2.4,1.6,400,822,1600,7.1,361
2016,3,Alipark,Q8195638,30,97,3.2,1.2,400,532,600,5.5,76
2016,3,Altozano-Conde Lumiares,Q5855261,29,97,3.1,1.4,300,500,650,5.2,96
2016,3,Benalua,Q8246192,51,98,2.9,1.5,300,530,980,5.4,151
2016,3,Benissa,Q1649406,8,107,3.5,1.9,475,584,650,5.5,70
2016,3,Cabo de las Huertas,Q8254541,75,95,2.4,1.6,350,669,1250,7,235
2016,3,Campoamor,Q8261229,61,88,2.8,1.4,250,433,625,4.9,85
2016,3,Carolinas Altas,Q5199022,47,80,2.4,1.1,300,392,500,4.9,51
2016,3,Carolinas Bajas,Q8339426,58,93,2.7,1.4,290,471,670,5.1,92
2016,3,Old town-Santa Cruz,Q8341907,42,75,1.9,1.4,260,585,1200,7.8,209
2016,3,Old town-Santa Cruz,Q8341907,85,93,2.4,1.5,300,642,1000,6.9,171
2016,3,Asis,Q5770765,16,95,2.9,1.5,300,419,600,4.4,80
2016,3,Divina Pastora,Q8561236,3,108,3,2,250,600,950,5.5,286
2016,3,Ensanche Diputación,Q5834070,168,106,2.9,1.7,300,671,1550,6.3,188
2016,3,Florida Alta,Q5863207,20,89,2.7,1.3,260,401,550,4.5,60
2016,3,Florida Baixa,Q5555553,32,89,2.7,1.4,350,463,600,5.2,58
2016,3,Garbinet,Q8963455,30,108,2.9,2,500,620,800,5.7,79
2016,3,Joan XXIII,Q5952905,6,81,2.8,1.5,280,378,450,4.7,50
2016,3,Joan XXIII,Q5952905,2,90,3,1,250,275,300,3.1,25
2016,3,l'Albufereta,Q11482271,69,80,2.2,1.4,280,564,900,7,147
2016,3,Els Àngels,Q9024383,58,91,2.8,1.5,315,445,550,4.9,71
2016,3,Mercado,Q3117833,62,96,2.7,1.6,360,584,950,6.1,134
2016,3,Moralet,Q19859732,3,99,3.3,2,450,508,575,5.1,51
2016,3,international peace,Q114246474,30,111,2.6,1.9,550,696,950,6.3,104
2016,3,Plaza Juan Pablo II,Q136523625,15,101,2.6,1.9,570,616,700,6.1,33
2016,3,Pla del Bon Repòs,Q9060237,42,72,2.4,1.1,300,416,525,5.8,50
2016,3,San Juan Playa,Q9060728,229,98,2.4,1.7,300,693,1300,7.1,213
2016,3,Polígono Babel,Q18005830,26,117,3.1,1.9,380,624,950,5.3,127
2016,3,Polígono San Blas,Q9061569,15,115,3.1,1.9,375,589,900,5.1,147
2016,3,San Fernando-Princesa Mercedes,Q6118706,21,81,2.8,1.2,290,425,690,5.2,115
2016,3,Raval Roig,Q9066754,27,80,2.2,1.2,360,545,850,6.8,147
2016,3,San Agustín (Alicante),Q9073289,2,112,3.5,2.5,375,498,620,4.5,123
2016,3,San Antón,Q2917775,15,77,2,1.2,295,465,650,6.1,96
2016,3,San Blas-Santo Domingo,Q4897331,108,86,2.5,1.4,300,466,800,5.4,105
2016,3,San Gabriel National Forest,Q7414207,10,104,3,1.8,450,576,700,5.5,80
2016,3,Sidi Ifni-Nuevo Alicante,Q6127455,9,84,2.9,1.4,320,429,550,5.1,81
2016,3,Tómbola,Q6154605,4,80,3,1.7,300,418,490,5.2,76
2016,3,Urbanova,Q125359431,12,71,1.9,1.6,350,475,700,6.7,96
2016,3,Villafranqueza,Q9094009,6,116,2.8,1.7,380,439,550,3.8,54
2016,3,Virgen del Remedio,Q6163619,3,102,3.3,1,330,367,390,3.6,26
2016,3,Vistahermosa,Q6163998,22,99,2.7,1.5,400,604,1000,6.1,149
2016,4,Alipark,Q8195638,27,94,3.1,1.1,380,547,600,5.8,65
2016,4,Altozano-Conde Lumiares,Q5855261,26,96,3,1.3,300,515,620,5.4,87
2016,4,Benalua,Q8246192,48,102,2.8,1.4,300,546,850,5.4,154
2016,4,Benissa,Q1649406,5,103,3.4,1.8,480,602,700,5.8,135
2016,4,Cabo de las Huertas,Q8254541,72,93,2.3,1.5,325,689,1400,7.4,303
2016,4,Campoamor,Q8261229,58,89,2.7,1.3,260,446,600,5,72
2016,4,Carolinas Altas,Q5199022,44,81,2.3,1,280,404,525,5,55
2016,4,Carolinas Bajas,Q8339426,55,92,2.6,1.3,290,486,650,5.3,63
2016,4,Old town-Santa Cruz,Q8341907,39,77,1.8,1.3,300,602,1200,7.8,233
2016,4,Old town-Santa Cruz,Q8341907,82,93,2.3,1.4,300,661,1100,7.1,155
2016,4,Asis,Q5770765,13,93,2.8,1.4,300,432,550,4.6,47
2016,4,Ensanche Diputación,Q5834070,165,108,2.8,1.6,300,691,1400,6.4,182
2016,4,Florida Alta,Q5863207,17,90,2.6,1.2,280,413,550,4.6,73
2016,4,Florida Baixa,Q5555553,29,89,2.6,1.3,320,477,600,5.3,83
2016,4,Garbinet,Q8963455,27,105,2.8,1.9,500,639,850,6.1,94
2016,4,Joan XXIII,Q5952905,3,82,2.7,1.4,280,389,400,4.7,54
2016,4,l'Albufereta,Q11482271,66,82,2.1,1.3,300,581,900,7.1,163
2016,4,Els Àngels,Q9024383,55,92,2.7,1.4,315,458,580,5,95
2016,4,Mercado,Q3117833,59,96,2.8,1.7,340,601,950,6.3,158
2016,4,international peace,Q114246474,27,110,2.7,2,550,717,950,6.5,106
2016,4,Plaza Juan Pablo II,Q136523625,12,102,2.7,2,570,634,700,6.2,104
2016,4,Pla del Bon Repòs,Q9060237,39,72,2.5,1.2,300,428,550,6,243
2016,4,San Juan Playa,Q9060728,226,98,2.5,1.8,300,714,1300,7.3,101
2016,4,Polígono Babel,Q18005830,23,116,3.2,2,380,643,950,5.5,118
2016,4,Polígono San Blas,Q9061569,12,115,3.2,2,400,607,850,5.3,31
2016,4,San Fernando-Princesa Mercedes,Q6118706,18,81,2.9,1.3,290,437,620,5.4,131
2016,4,Raval Roig,Q9066754,24,83,2.3,1.3,370,561,850,6.8,47
2016,4,San Antón,Q2917775,12,77,2.1,1.3,295,479,650,6.2,98
2016,4,San Blas-Santo Domingo,Q4897331,105,85,2.6,1.5,300,480,750,5.7,119
2016,4,San Gabriel National Forest,Q7414207,7,99,3.1,1.9,400,593,700,6,50
2016,4,Sidi Ifni-Nuevo Alicante,Q6127455,6,84,3,1.5,300,442,550,5.3,88
2016,4,Tómbola,Q6154605,4,85,3.1,1.8,300,430,550,5.1,100
2016,4,Urbanova,Q125359431,9,70,2,1.7,350,489,700,7,33
2016,4,Villafranqueza,Q9094009,3,116,2.9,1.8,370,452,550,3.9,60
2016,4,Virgen del Remedio,Q6163619,3,70,3.4,1.1,300,350,390,5,26
2016,4,Vistahermosa,Q6163998,19,98,2.8,1.6,400,622,1000,6.3,149
2017,1,Colonia Requena,Q5777835,7,60,2,1,220,250,280,4.2,25
2017,1,Joan XXIII,Q5952905,4,89,3,1,235,281,300,3.2,27
2017,1,Virgen del Remedio,Q6163619,6,73,2.5,1.5,250,312,350,4.3,36
2017,1,Joan XXIII,Q5952905,6,83,3,1.2,280,369,550,4.4,72
2017,1,San Fernando-Princesa Mercedes,Q6118706,12,80,2.3,1.1,390,411,550,5.1,66
2017,1,Florida Alta,Q5863207,33,82,2.5,1.2,350,424,475,5.2,13
2017,1,Villafranqueza,Q9094009,7,75,2,1.7,350,428,450,5.7,52
2017,1,Carolinas Altas,Q5199022,59,89,2.9,1.3,380,440,600,4.9,64
2017,1,Els Àngels,Q9024383,32,97,3.4,1.4,380,442,620,4.6,81
2017,1,Carolinas Bajas,Q8339426,67,78,2.3,1.2,330,448,600,5.8,74
2017,1,Pla del Bon Repòs,Q9060237,70,86,2.8,1.3,325,453,600,5.3,76
2017,1,Florida Baixa,Q5555553,39,86,2.5,1.3,375,456,650,5.3,79
2017,1,Asis,Q5770765,27,78,2.3,1.5,380,457,600,5.8,95
2017,1,Altozano-Conde Lumiares,Q5855261,27,84,3,1.3,420,460,700,5.5,106
2017,1,Campoamor,Q8261229,41,98,3.2,1.5,350,472,650,4.8,141
2017,1,Benalua,Q8246192,49,106,2.9,1.3,400,485,800,4.6,90
2017,1,San Blas-Santo Domingo,Q4897331,55,106,3.1,1.4,400,491,700,4.6,95
2017,1,San Antón,Q2917775,15,39,1,1.2,400,494,650,12.8,24
2017,1,Polígono San Blas,Q9061569,38,112,3.2,1.4,450,508,750,4.5,104
2017,1,San Gabriel National Forest,Q7414207,18,107,2.8,1.6,400,544,750,5.1,112
2017,1,Alipark,Q8195638,20,94,2.3,1.3,600,549,650,5.8,24
2017,1,garden city,Q660088,2,80,1,1,500,550,600,6.9,71
2017,1,Tómbola,Q6154605,4,130,3.5,2,500,565,650,4.3,150
2017,1,Benissa,Q1649406,6,126,3,2,550,578,600,4.6,25
2017,1,Vistahermosa,Q6163998,12,110,2.8,1.6,440,585,1000,5.3,181
2017,1,El Palmeral-Urbanova-Tabarca,Q5669909,5,110,3,2,550,585,750,5.3,60
2017,1,Polígono Babel,Q18005830,33,120,2.8,1.8,430,591,780,4.9,99
2017,1,Urbanova,Q125359431,9,75,3,1.7,450,614,780,8.2,45
2017,1,l'Albufereta,Q11482271,59,87,2.2,1.5,350,639,850,7.3,139
2017,1,Old town-Santa Cruz,Q8341907,26,69,2.3,1.3,350,644,850,9.3,139
2017,1,Garbinet,Q8963455,47,84,2.3,1.8,400,653,840,7.8,132
2017,1,Plaza Juan Pablo II,Q136523625,20,102,3,1.9,625,655,750,6.4,55
2017,1,international peace,Q114246474,23,102,2.6,1.8,630,682,800,6.7,45
2017,1,Mercado,Q3117833,89,106,3.1,1.7,600,708,1200,6.7,160
2017,1,Raval Roig,Q9066754,16,78,2,1.3,490,711,850,9.1,29
2017,1,Old town-Santa Cruz,Q8341907,81,103,2.9,1.6,350,728,1300,7,281
2017,1,Ensanche Diputación,Q5834070,128,116,3.2,1.7,275,730,1300,6.3,205
2017,1,San Juan Playa,Q9060728,142,89,2.3,1.7,400,762,1300,8.5,218
2017,1,Cabo de las Huertas,Q8254541,62,102,2.8,1.6,400,870,1400,8.5,316
2017,2,Alipark,Q8195638,6,91,2.5,1.3,400,490,600,5.4,61
2017,2,Altozano-Conde Lumiares,Q5855261,23,92,2.9,1.3,320,446,550,4.9,65
2017,2,Benalua,Q8246192,58,94,2.9,1.5,300,515,850,5.5,126
2017,2,Benissa,Q1649406,5,100,3,2,550,600,650,6,32
2017,2,Cabo de las Huertas,Q8254541,31,91,2.5,1.4,400,821,1500,9,309
2017,2,Campoamor,Q8261229,42,86,2.8,1.5,320,495,690,5.8,88
2017,2,Carolinas Altas,Q5199022,51,88,2.7,1.3,260,458,700,5.2,95
2017,2,Carolinas Bajas,Q8339426,43,78,2.4,1.3,300,453,600,5.8,76
2017,2,Old town-Santa Cruz,Q8341907,29,87,2.4,1.4,280,604,950,6.9,188
2017,2,Old town-Santa Cruz,Q8341907,101,99,2.6,1.6,320,692,1300,7,236
2017,2,Asis,Q5770765,18,82,2.4,1.3,375,439,550,5.3,64
2017,2,garden city,Q660088,2,80,2,1,320,410,500,5.1,90
2017,2,Colonia Requena,Q5777835,3,57,3,1,270,290,320,5.1,22
2017,2,El Palmeral-Urbanova-Tabarca,Q5669909,4,98,2.5,1.5,300,533,630,5.4,135
2017,2,Ensanche Diputación,Q5834070,114,110,3,1.7,350,705,1150,6.4,161
2017,2,Florida Alta,Q5863207,9,83,2.6,1.2,400,434,480,5.2,27
2017,2,Florida Baixa,Q5555553,28,97,2.8,1.3,300,471,550,4.9,69
2017,2,Garbinet,Q8963455,48,94,2.7,1.7,425,630,1000,6.7,117
2017,2,Joan XXIII,Q5952905,8,88,3,1.3,330,420,550,4.8,83
2017,2,Joan XXIII,Q5952905,10,87,3.3,1.2,240,327,400,3.8,50
2017,2,l'Albufereta,Q11482271,43,83,2,1.4,350,606,1000,7.3,156
2017,2,Els Àngels,Q9024383,32,91,2.8,1.5,300,454,600,5,75
2017,2,Mercado,Q3117833,42,100,2.9,1.8,400,663,1180,6.6,181
2017,2,international peace,Q114246474,29,96,2.4,1.9,475,674,800,7,80
2017,2,Plaza Juan Pablo II,Q136523625,19,100,2.8,2,520,641,750,6.4,52
2017,2,Pla del Bon Repòs,Q9060237,60,82,2.6,1.3,320,444,600,5.4,71
2017,2,San Juan Playa,Q9060728,109,98,2.4,1.7,350,788,1400,8,251
2017,2,Polígono Babel,Q18005830,26,108,2.9,1.8,400,646,790,6,109
2017,2,Polígono San Blas,Q9061569,43,106,3,1.9,360,606,850,5.7,126
2017,2,San Fernando-Princesa Mercedes,Q6118706,8,91,3.3,1.5,380,459,600,5,67
2017,2,Raval Roig,Q9066754,13,86,2.4,1.4,490,650,900,7.5,132
2017,2,San Agustín (Alicante),Q9073289,2,77,2,1,380,390,400,5.1,10
2017,2,San Antón,Q2917775,13,61,1.7,1.2,315,458,600,7.5,61
2017,2,San Blas-Santo Domingo,Q4897331,60,93,2.8,1.5,250,489,700,5.2,87
2017,2,San Gabriel National Forest,Q7414207,27,106,2.9,1.7,385,592,850,5.6,134
2017,2,Santa Faz,Q10879280,2,90,2,1.5,500,513,525,5.7,13
2017,2,Sidi Ifni-Nuevo Alicante,Q6127455,4,91,2.5,1,525,613,700,6.7,88
2017,2,Tómbola,Q6154605,6,93,2.2,1.6,400,496,600,5.4,80
2017,2,Urbanova,Q125359431,13,80,2.1,1.7,450,672,1150,8.4,193
2017,2,Villafranqueza,Q9094009,8,78,2.6,1.7,325,377,480,4.8,52
2017,2,Virgen del Remedio,Q6163619,12,73,2.4,1,230,315,385,4.3,46
2017,2,Vistahermosa,Q6163998,7,97,2.3,1.6,500,637,1000,6.6,152
2017,3,Vistahermosa,Q6163998,8,103,2.8,1.3,450,800,1400,7.8,300
2017,3,Cabo de las Huertas,Q8254541,39,96,2.4,1.6,425,758,1300,7.9,210
2017,3,international peace,Q114246474,9,111,3.1,2,600,726,850,6.6,84
2017,3,Old town-Santa Cruz,Q8341907,131,104,2.8,1.5,300,725,1250,7,206
2017,3,Benissa,Q1649406,4,136,3.8,2.3,700,725,750,5.3,25
2017,3,San Juan Playa,Q9060728,165,92,2.3,1.6,350,706,1100,7.7,164
2017,3,Ensanche Diputación,Q5834070,117,105,2.9,1.6,350,704,1100,6.7,168
2017,3,Mercado,Q3117833,55,99,2.9,1.3,300,680,1100,6.9,153
2017,3,l'Albufereta,Q11482271,56,97,2.5,1.7,350,667,950,6.9,146
2017,3,Polígono Babel,Q18005830,25,120,2.9,2,450,663,850,5.5,117
2017,3,Garbinet,Q8963455,27,103,2.9,1.8,350,655,1100,6.3,169
2017,3,Polígono San Blas,Q9061569,32,108,3.3,1.9,500,653,800,6.1,86
2017,3,San Gabriel National Forest,Q7414207,21,115,3.1,2,350,633,850,5.5,139
2017,3,Plaza Juan Pablo II,Q136523625,5,100,2.6,1.7,500,625,750,6.3,92
2017,3,El Palmeral-Urbanova-Tabarca,Q5669909,9,98,2.4,1.5,400,603,800,6.2,113
2017,3,Urbanova,Q125359431,22,91,2.1,1.5,350,595,850,6.5,138
2017,3,Raval Roig,Q9066754,14,76,2.1,1.3,425,585,850,7.7,138
2017,3,Old town-Santa Cruz,Q8341907,35,73,2.2,1.1,325,553,1000,7.6,154
2017,3,Tómbola,Q6154605,5,87,3,2,500,550,600,6.3,32
2017,3,Altozano-Conde Lumiares,Q5855261,16,94,2.9,1.3,385,549,800,5.8,116
2017,3,Benalua,Q8246192,39,93,2.7,1.5,360,540,800,5.8,109
