IdStation,Name,Address,AddressForReconciling,same_as_wikidata_address,DockBikes,FreeBases,TotalBases,Estado,NoAvailabl,Longitud,Latitud
1625,219 - Camino de los Vinateros B,"Camino de los Vinateros, 108",Calle Camino de los Vinateros,https://www.wikidata.org/entity/Q28935892,7,11,18,Poca disponibilidad,Disponible,-3.646734,40.408359
1627,221 - Metro Pavones,"Calle Hacienda de Pavones, 148","Calle de la Hacienda de Pavones, Madrid",https://www.wikidata.org/entity/Q28936083,20,3,23,Disponible,Disponible,-3.634744,40.400492
1629,223 - Ermita del Santo,"Paseo de la Ermita del Santo, 48",Paseo de la Ermita del Santo,https://www.wikidata.org/entity/Q28137105,10,17,27,Poca disponibilidad,Disponible,-3.724576,40.406448
1635,229 - Centro Deportivo Municipal Concepción,"Calle José del Hierro, 6","Calle de José del Hierro, Madrid",https://www.wikidata.org/entity/Q29910699,0,23,23,Fuera de servicio,Disponible,-3.648651,40.436938
1636,230 - Carlota O´Neill - Agastia,"Calle Carlota O Neill, 30-32",calle de Carlota O'Neill,https://www.wikidata.org/entity/Q29909274,2,22,24,Fuera de servicio,Disponible,-3.648825,40.443679
1639,233 - El dragón de La Elipa,"Calle Marqués de Corbera, 12","Avenida del Marqués de Corbera, Madrid",https://www.wikidata.org/entity/Q29168364,12,12,24,Poca disponibilidad,Disponible,-3.655579,40.422952
1640,234 - Metro La Elipa,"Avenida Marques de Corbera, 52","Avenida del Marqués de Corbera, Madrid",https://www.wikidata.org/entity/Q29168364,8,16,24,Poca disponibilidad,Disponible,-3.651092,40.426128
1642,236 - Paseo Imperial,"Paseo Imperial, 31",paseo Imperial,https://www.wikidata.org/entity/Q118634190,21,6,27,Disponible,Disponible,-3.717078,40.407579
1644,"238 - San Germán, 5","CalleSan Germán, 5","Calle de San Germán, Madrid",https://www.wikidata.org/entity/Q26750807,22,2,24,Disponible,Disponible,-3.693261,40.456182
1645,239 - Francos Rodríguez - José Calvo,"Calle de Francos Rodríguez, 62","Calle de Francos Rodríguez, Madrid",https://www.wikidata.org/entity/Q26810988,3,20,23,Fuera de servicio,Disponible,-3.707833,40.456713
1646,240 - Brasilia - Parque Breogán,"Avenida De Brasilia, 9",avenida de Brasilia,https://www.wikidata.org/entity/Q118670004,4,19,23,Fuera de servicio,Disponible,-3.66096,40.43666
1649,243 - Cartagena,"Calle Cartagena, 37","Calle de Cartagena, Madrid",https://www.wikidata.org/entity/Q27038851,3,20,23,Fuera de servicio,Disponible,-3.67012,40.43503
1650,244 - Hospital Clínico San Carlos,"Calle Isaac Peral, 42",calle de Isaac Peral,https://www.wikidata.org/entity/Q26791245,10,13,23,Poca disponibilidad,Disponible,-3.71757,40.44003
1651,245 - Galileo - Donoso Cortés,"Calle Galileo, 63",calle de Galileo,https://www.wikidata.org/entity/Q27031392,2,22,24,Fuera de servicio,Disponible,-3.710138,40.436364
1652,246 - Metro Iglesia,"Calle de Santa Engracia, 85-87",calle de Santa Engracia,https://www.wikidata.org/entity/Q26728109,23,4,27,Disponible,Disponible,-3.699248,40.435958
1653,247 - Zurbano - José Abascal,"Calle de Zurbano, 90",calle de Zurbano,https://www.wikidata.org/entity/Q27043742,18,5,23,Disponible,Disponible,-3.69281,40.43837
1654,248 - Sinesio Delgado - Cuatro Torres,"Calle de Sinesio Delgado, 2",Sinesio Delgado Street,https://www.wikidata.org/entity/Q52245452,22,5,27,Disponible,Disponible,-3.687997,40.474321
1655,249 - Castellana - Cuatro Torres,"Paseo de la Castellana, 298",Paseo de la Castellana,https://www.wikidata.org/entity/Q1473674,23,1,24,Disponible,Disponible,-3.685319,40.479502
1656,250 - Serrano - CSIC,"Calle Serrano, 111",Serrano Street,https://www.wikidata.org/entity/Q5740879,16,11,27,Poca disponibilidad,Disponible,-3.68581,40.440649
1657,251 - Santa Hortensia - Corazón de María,"Calle Santa Hortensia, 31","Calle de Santa Hortensia, Madrid",https://www.wikidata.org/entity/Q28943619,2,21,23,Fuera de servicio,Disponible,-3.66683,40.44421
1658,252 - Est. tren Chamartín - Clara Campoamor,"Calle Agustín de Foxá, 40","Calle de Agustín de Foxá, Madrid",https://www.wikidata.org/entity/Q54526348,1,22,23,Fuera de servicio,Disponible,-3.683969,40.47174
1659,253 - Doctor Fleming - Estadio S. Bernabéu,"Calle del Doctor Fleming, 7",Calle del Doctor Fleming,https://www.wikidata.org/entity/Q28740159,19,0,19,Disponible,Disponible,-3.68844,40.45546
1660,254 - Plaza del Perú,"Avenida De Pio XII, 3",Avenida de Pío XII,https://www.wikidata.org/entity/Q54369706,6,17,23,Fuera de servicio,Disponible,-3.67656,40.461
1661,255 - General López Pozas - Apolonio Morales,"Calle General López pozas, 2","Calle del General López Pozas, Madrid",https://www.wikidata.org/entity/Q29055446,9,14,23,Poca disponibilidad,Disponible,-3.685292,40.46361
1662,256 - Reina Victoria - Beatriz de Bobadilla,"Calle Beatriz de Bobadilla, 4","Calle de Beatriz de Bobadilla, Madrid",https://www.wikidata.org/entity/Q62935606,4,19,23,Fuera de servicio,Disponible,-3.71383,40.44635
1663,257 - Ciudad Universitaria - INEF,"Avenida Juan Herrera, 1",avenida de Juan de Herrera,https://www.wikidata.org/entity/Q118644577,22,1,23,Disponible,Disponible,-3.730527,40.438873
1665,259 - Metro Ciudad Universitaria B,"Ciudad Universitaria, 2",Ciudad Universitaria,https://www.wikidata.org/entity/Q3319235,19,0,19,Disponible,Disponible,-3.726752,40.442705
1667,261 - Ciudad Universitaria - Facultad Derecho,"Avenida Complutense, 21","Avenida Complutense, Madrid",https://www.wikidata.org/entity/Q63954356,23,0,23,Disponible,Disponible,-3.729676,40.450552
1956,"386 - Avenida de los Poblados, 130","Avenida de los Poblados, 130",avenida de los Poblados,https://www.wikidata.org/entity/Q26795575,11,12,23,Poca disponibilidad,Disponible,-3.713315,40.373474
1957,476 - Metro Avenida de la Paz,"Avenida Ramon y Cajal, 101","Avenida de Ramón y Cajal, Madrid",https://www.wikidata.org/entity/Q30467128,2,21,23,Fuera de servicio,Disponible,-3.662016,40.453493
1964,"284 - Avenida de Burgos, 17","Avda. de Burgos, 17",avenida de Burgos,https://www.wikidata.org/entity/Q29902431,8,15,23,Poca disponibilidad,Disponible,-3.67579,40.473594
1968,523 - Carretera de Canillas,"Calle carretera de canillas, 17","Carretera de Canillas, Madrid",https://www.wikidata.org/entity/Q28973490,11,12,23,Poca disponibilidad,Disponible,-3.650893,40.46287
1969,285 - Santa María Magdalena - La Drácena,"Calle Santa María Magdalena, 15",calle de Santa María Magdalena,https://www.wikidata.org/entity/Q62991157,19,4,23,Disponible,Disponible,-3.6706,40.4631
1972,288 - Caídos de la División Azul,"Calle Caídos de la División Azul, 28",Calle de los Caídos de la División Azul,https://www.wikidata.org/entity/Q29793566,18,5,23,Disponible,Disponible,-3.6723,40.4664
1974,460 - Fuente Carrantona - Doctor García Tapia,"Fuente Carrantona , 33","Calle de la Fuente Carrantona, Madrid",https://www.wikidata.org/entity/Q28936137,4,23,27,Fuera de servicio,Disponible,-3.631923,40.407022
1981,501 - Metro Alsacia,"Calle Hermanos García Noblejas, 137","Calle de los Hermanos García Noblejas, Madrid",https://www.wikidata.org/entity/Q5740959,8,15,23,Poca disponibilidad,Disponible,-3.6242,40.4191
1982,498 - Metro Torre Arias,"Calle Alcalá, 546",Alcalá Street,https://www.wikidata.org/entity/Q2424746,12,15,27,Poca disponibilidad,Disponible,-3.617832,40.443134
1983,499 - Biblioteca Pública Municipal Canillejas,"Calle Alcala, 590",Alcalá Street,https://www.wikidata.org/entity/Q2424746,1,22,23,Fuera de servicio,Disponible,-3.6122,40.446656
1985,497 - Metro Suances,"Calle Alcalá, 506",Alcalá Street,https://www.wikidata.org/entity/Q2424746,22,1,23,Disponible,Disponible,-3.6274,40.4407
1995,295 - Hernani - Edgar Neville,"Calle Hernani, 59","Calle de Hernani, Madrid",https://www.wikidata.org/entity/Q26833571,23,0,23,Disponible,Disponible,-3.6972,40.4481
2000,"457 - Hacienda de Pavones, 148","Hacienda de Pavones, 148","Calle de la Hacienda de Pavones, Madrid",https://www.wikidata.org/entity/Q28936083,5,18,23,Fuera de servicio,Disponible,-3.6419,40.4026
2002,298 - Marques de Viana - Bellver,"Calle Marqués de Viana, 85","Calle del Marqués de Viana, Madrid",https://www.wikidata.org/entity/Q28944893,0,19,19,Fuera de servicio,Disponible,-3.704478,40.463643
2009,"420 - Candilejas, 5","Calle Candilejas, 5","Calle de Candilejas, Madrid",https://www.wikidata.org/entity/Q29551148,19,4,23,Disponible,Disponible,-3.663004,40.382636
2013,569 - C. Deportivo Mpal. Vicente del Bosque,"Avenida Monforte de Lemos, 13","Avenida de Monforte de Lemos, Madrid",https://www.wikidata.org/entity/Q52683954,16,7,23,Poca disponibilidad,Disponible,-3.6965,40.4795
2019,305 - Intercambiador de Príncipe Pío B,"Paseo de la Florida, 37","Paseo de la Florida, Madrid",https://www.wikidata.org/entity/Q5576961,10,13,23,Poca disponibilidad,Disponible,-3.723178,40.422761
2021,486 - Serrano Galvache - Arturo Soria,"Calle Serrano Galvache, 1",calle de Serrano Galvache,https://www.wikidata.org/entity/Q54370755,18,5,23,Disponible,Disponible,-3.667938,40.471382
2023,462 - Gallegos - Lavadero Viejo,"Calle Gallegos, 27",street of Nicasio Gallego,https://www.wikidata.org/entity/Q28537739,16,11,27,Poca disponibilidad,Disponible,-3.610275,40.402404
2024,421 - Arroyo del Olivar - Buenos Aires,"Calle Arroyo del Olivar, 63","Calle del Arroyo del Olivar, Madrid",https://www.wikidata.org/entity/Q29561517,2,22,24,Fuera de servicio,Disponible,-3.653269,40.388435
2032,428 - Estadio de Vallecas,"Avenida La Albufera, 136",Avenida de la Albufera,https://www.wikidata.org/entity/Q5714221,12,12,24,Poca disponibilidad,Disponible,-3.6571,40.3919
2034,489 - Serrano Galvache - Yerma,"Serrano Galvache, 56",calle de Serrano Galvache,https://www.wikidata.org/entity/Q54370755,17,7,24,Disponible,Disponible,-3.671445,40.476753
2040,404 - Junta Municipal Distrito de Villaverde,"Calle Arroyo Bueno, 53","Calle del Arroyo Bueno, Madrid",https://www.wikidata.org/entity/Q131353824,4,23,27,Fuera de servicio,Disponible,-3.710985,40.349111
2049,572 - Junta Mpal. Dtto. Fuencarral - El Pardo,"Avenida Monforte de Lemos, 123","Avenida de Monforte de Lemos, Madrid",https://www.wikidata.org/entity/Q52683954,14,10,24,Poca disponibilidad,Disponible,-3.709973,40.478104
2051,575 - Metro Barrio del Pilar,"Ginzo de Limia, 36",Calle de Ginzo de Limia,https://www.wikidata.org/entity/Q105624986,10,14,24,Poca disponibilidad,Disponible,-3.703526,40.47817
2053,440 - Metro Villa de Vallecas,"Paseo de Federico García Lorca, 2","Paseo de Federico García Lorca, Madrid",https://www.wikidata.org/entity/Q131349608,15,3,18,Disponible,Disponible,-3.621447,40.379503
2055,299 - Rosario Pino - Joan Maragall,"Calle Rosario Pino, 17","Calle de Rosario Pino, Madrid",https://www.wikidata.org/entity/Q29055028,5,19,24,Fuera de servicio,Disponible,-3.691932,40.46205
2056,300 - Capitan Blanco Argibay - Alfalfa,"Calle Capitan Blanco Argibay, 112",Capitán Blanco Argibay Street,https://www.wikidata.org/entity/Q27038685,1,23,24,Fuera de servicio,Disponible,-3.703188,40.466743
2080,302 - Ps. Dirección B - Pque A. Rguez Sahagún,"Paseo de la Dirección, 330, (enfrente)",paseo de la Dirección,https://www.wikidata.org/entity/Q27043701,1,23,24,Fuera de servicio,Disponible,-3.703955,40.470245
2082,464 - Univ. Rey Juan Carlos - Campus Madrid,"Avenida de Daroca, 321","Avenida de Daroca, Madrid",https://www.wikidata.org/entity/Q62107216,13,11,24,Poca disponibilidad,Disponible,-3.612834,40.40634
2084,307 - Metro Valdezarza,"Calle San Restituto, 74","Calle de San Restituto, Madrid",https://www.wikidata.org/entity/Q28938015,9,15,24,Poca disponibilidad,Disponible,-3.71693,40.46588
2085,303 - Ps. Dirección A - Pque A. Rguez Sahagún,"Paseo de la Dirección, 161",paseo de la Dirección,https://www.wikidata.org/entity/Q27043701,14,10,24,Poca disponibilidad,Disponible,-3.708085,40.467789
2088,309 - Ofelia Nieto - Villaamil,"Calle Ofelia Nieto, 75","Calle de Ofelia Nieto, Madrid",https://www.wikidata.org/entity/Q26832655,0,24,24,Fuera de servicio,Disponible,-3.708734,40.462051
2090,510 - Metro Avenida de Guadalajara,"Avenida de Guadalajara, 101",Avenida de Guadalajara,https://www.wikidata.org/entity/Q52063521,12,12,24,Poca disponibilidad,Disponible,-3.613462,40.42219
2093,513 - Centro Deportivo Mpal. Pepu Hernández,"Avenida de Niza, 9","Avenida de Niza, Madrid",https://www.wikidata.org/entity/Q28972102,10,17,27,Poca disponibilidad,Disponible,-3.606454,40.427121
2094,514 - María Sevilla Diago,"Calle Maria Sevilla Diago, 5","Calle de María Sevilla Diago, Madrid",https://www.wikidata.org/entity/Q28972080,3,21,24,Fuera de servicio,Disponible,-3.610951,40.43283
2105,"529 - Lopez de Hoyos , 478","Calle López de Hoyos, 478",calle de López de Hoyos,https://www.wikidata.org/entity/Q27043844,12,11,23,Poca disponibilidad,Disponible,-3.649843,40.47175
2109,"533 - San Luis, 23","Avenida de San Luis, 23",avenida de San Luis,https://www.wikidata.org/entity/Q54370814,3,20,23,Fuera de servicio,Disponible,-3.655115,40.471487
2110,106A - Plaza de Colón A,"Calle Serrano, 32",Serrano Street,https://www.wikidata.org/entity/Q5740879,13,6,19,Poca disponibilidad,Disponible,-3.687807,40.424924
2130,537 - Plaza López de la Plata,"Avenida de Machupichu, 23","Avenida de Machupichu, Madrid",https://www.wikidata.org/entity/Q28971955,16,11,27,Poca disponibilidad,Disponible,-3.625794,40.458415
2134,366 - Metro Carabanchel,"Paseo de Marcelino Camacho, 53",paseo de Marcelino Camacho,https://www.wikidata.org/entity/Q53414018,23,0,23,Disponible,Disponible,-3.744521,40.387737
2135,291 - Plaza José María Soler,"Avenida Alfonso XIII, 113","Avenida de Alfonso XIII, Madrid",https://www.wikidata.org/entity/Q29397736,16,7,23,Poca disponibilidad,Disponible,-3.667903,40.458665
2136,292 - Centro Deportivo Municipal Pradillo,"Calle Pradillo, 33",calle de Pradillo,https://www.wikidata.org/entity/Q55868790,7,16,23,Fuera de servicio,Disponible,-3.671794,40.449041
2137,494 - Metro Pinar de Chamartín,"Arturo Soria, 332",calle de Arturo Soria,https://www.wikidata.org/entity/Q8255504,7,16,23,Fuera de servicio,Disponible,-3.666529,40.480694
2139,368 - Eugenia de Montijo,"Calle Eugenia de Montijo, 57","Calle de Eugenia de Montijo, Madrid",https://www.wikidata.org/entity/Q52833570,14,1,15,Disponible,Disponible,-3.747061,40.379102
2140,369 - Junta Municipal Distrito de Carabanchel,"Plaza De la Parroquia, 19",Plaza O'Higgins (Caracas),https://www.wikidata.org/entity/Q108414226,4,19,23,Fuera de servicio,Disponible,-3.741583,40.380245
2142,590 - Metro Arroyofresno,"Calle Maria de Maeztu, 50",Maria de Maeztu street,https://www.wikidata.org/entity/Q124399653,1,26,27,Fuera de servicio,Disponible,-3.727572,40.49093
2143,517 - San Mariano - Circe,"Calle de San Mariano, 52-60",calle del Músico Mariano San Miguel,https://www.wikidata.org/entity/Q115404851,27,0,27,Disponible,Disponible,-3.611905,40.441753
2145,"371 - Joaquin Turina, 49","Calle Joaquin Turina, 49",Calle Joaquín Turina,https://www.wikidata.org/entity/Q20439963,14,13,27,Poca disponibilidad,Disponible,-3.76182,40.372458
2147,373 - Metro La Peseta,"Calle Salvador Allende, 28",Avenida Carlos III,https://www.wikidata.org/entity/Q5713435,11,12,23,Poca disponibilidad,Disponible,-3.75787,40.362778
2151,592 - Estación de tren de Pitis,"Calle de Gloria Fuertes, 180",calle Gloria Fuertes,https://www.wikidata.org/entity/Q134085408,8,19,27,Fuera de servicio,Disponible,-3.724953,40.495697
2158,"378 - Eugenia de Montijo, 83","Calle Eugenia de Montijo, 83","Calle de Eugenia de Montijo, Madrid",https://www.wikidata.org/entity/Q52833570,11,13,24,Poca disponibilidad,Disponible,-3.750973,40.375623
2160,495 - Caleruega,"Calle Caleruega, 14","Calle de Caleruega, Madrid",https://www.wikidata.org/entity/Q29353439,13,11,24,Poca disponibilidad,Disponible,-3.670588,40.478746
2162,"594 - Calle Pedro Rico, 49","Calle Pedro Rico, 49","Calle de Pedro Rico, Madrid",https://www.wikidata.org/entity/Q56427389,5,19,24,Fuera de servicio,Disponible,-3.703918,40.48194
2164,596 - Metro Lacoma,"Calle Ramon Gomez de la Serna, 37",Calle Ramón Gómez de la Serna,https://www.wikidata.org/entity/Q123399169,7,17,24,Fuera de servicio,Disponible,-3.723826,40.484328
2165,540 - Estación de tren Fuente de la Mora,"Calle Dulce Chacón, S/N","Calle de Dulce Chacón, Madrid",https://www.wikidata.org/entity/Q30183488,18,6,24,Disponible,Disponible,-3.663648,40.48456
2169,339 - Estación de tren Las Águilas,"Avenida de las Aguilas , 110","Avenida de Las Águilas, Madrid",https://www.wikidata.org/entity/Q29405114,19,5,24,Disponible,Disponible,-3.78062,40.381326
2174,"344 - Ocaña, 103","Calle Ocaña, 103",calle de Ruiz Ocaña,https://www.wikidata.org/entity/Q118654870,8,15,23,Poca disponibilidad,Disponible,-3.75292,40.385863
2175,"313 - Juan XXIII, 24","Paseo de Juan XXIII, 24","Paseo de Juan XXIII, Madrid",https://www.wikidata.org/entity/Q28367318,26,1,27,Disponible,Disponible,-3.716936,40.448084
2176,314 - Av. Valladolid - Parque de la Bombilla,"Avenida Valladolid, 47D","Avenida de Valladolid, Madrid",https://www.wikidata.org/entity/Q29903461,26,1,27,Disponible,Disponible,-3.73068,40.42966
2178,316 - C. Deportivo Mpal. Ciudad De Los Poetas,Calle Antonio Machado,"Calle de Antonio Machado, Madrid",https://www.wikidata.org/entity/Q28793893,5,14,19,Fuera de servicio,Disponible,-3.719954,40.464397
2179,"317 - Antonio Machado, 30","Calle Antonio Machado, 30","Calle de Antonio Machado, Madrid",https://www.wikidata.org/entity/Q28793893,1,26,27,Fuera de servicio,Disponible,-3.719217,40.46827
2184,294 - Edificio Torres Blancas,"Calle Clara del Rey, 17",Clara del Rey Street,https://www.wikidata.org/entity/Q28055037,16,8,24,Poca disponibilidad,Disponible,-3.672339,40.440944
2205,267 - Paseo de la Chopera - Fernando Poo,"Paseo de la Chopera, 31 ,Comunidad de Madrid España","Paseo de la Chopera, Madrid",https://www.wikidata.org/entity/Q27044458,7,16,23,Fuera de servicio,Disponible,-3.7004,40.395
2224,150 - Castellana - Hermanos Pinzón,"Paseo de la castellana, 124",Paseo de la Castellana,https://www.wikidata.org/entity/Q1473674,19,4,23,Disponible,Disponible,-3.6908,40.4491
2225,157 - Plaza de Cuzco,"Paseo de la Castellana, 164 ,Comunidad de Madrid España",Paseo de la Castellana,https://www.wikidata.org/entity/Q1473674,16,7,23,Poca disponibilidad,Disponible,-3.689415,40.459137
2226,"395 - Guetaria, 84B","Calle Guetaria, 84B",Getaria kalea,https://www.wikidata.org/entity/Q25478880,20,4,23,Disponible,Disponible,-3.715691,40.369168
2234,293 - Santa Rita - Clara del Rey,"Calle Santa Rita, 1",Avenida Santa Rita,https://www.wikidata.org/entity/Q107949377,1,22,23,Fuera de servicio,Disponible,-3.668288,40.445793
2235,520 - Niza - Plaza de Grecia,"Av/ de Niza, 67",tract housing,https://www.wikidata.org/entity/Q2140144,8,15,23,Poca disponibilidad,Disponible,-3.608116,40.434281
2247,280 - Ps de los Melancólicos - San Epifanio,"Paseo de los Melancólicos, 73",paseo de los Melancólicos,https://www.wikidata.org/entity/Q118847890,18,5,23,Disponible,Disponible,-3.718569,40.401782
2259,566 - Avenida de Logroño,"Avenida de Logroño, 112",avenida de la Solidaridad,https://www.wikidata.org/entity/Q123385815,18,6,24,Disponible,Disponible,-3.581503,40.470347
2263,470 - Avenida Real - Galeote,"Avenida Real, 3",Royal Avenue,https://www.wikidata.org/entity/Q7373779,8,10,18,Poca disponibilidad,Disponible,-3.606367,40.402152
2267,"275 - Juan Antonio Vallejo-Nájera Botas, 25","Paseo Juan Antonio Vallejo-Nájera Botas, 25","Paseo de Juan Antonio Vallejo-Nájera Botas, Madrid",https://www.wikidata.org/entity/Q33093309,8,15,23,Poca disponibilidad,Disponible,-3.708212,40.402054
2269,274 - Estación Sur Méndez Álvaro A,"Calle Méndez Álvaro, 73","Calle de Méndez Álvaro, Madrid",https://www.wikidata.org/entity/Q5553104,19,4,23,Disponible,Disponible,-3.681343,40.396758
2270,605 - Nuria - Peña Sirio,"Calle Nuria,24",calle de la Virgen de Nuria,https://www.wikidata.org/entity/Q130245312,15,9,24,Poca disponibilidad,Disponible,-3.704883,40.491644
2285,281 - Reina Cristina - Julián Gayarre,"Paseo de Reina Cristina, 6","Paseo de la Reina Cristina, Madrid",https://www.wikidata.org/entity/Q29051319,17,6,23,Disponible,Disponible,-3.683186,40.406725
2287,408 - Metro San Cristóbal,"Calle de Moncada, 102",Carrer de Montcada,https://www.wikidata.org/entity/Q8255466,10,13,23,Poca disponibilidad,Disponible,-3.692444,40.341725
2298,608 - Estella - Camino de Santiago,"Calle Estella, 21",calle Estella,https://www.wikidata.org/entity/Q119400361,19,4,23,Disponible,Disponible,-3.674357,40.49682
2299,278 - Paseo los Pontones - Ps. Melancólicos,"Paseo de los Pontones, 26",paseo de los Pontones,https://www.wikidata.org/entity/Q26737156,2,21,23,Fuera de servicio,Disponible,-3.7196,40.404043
2300,289 - Luis de Salazar - Padre Claret,"Calle luis de Salazar, 16","Calle de Luis de Salazar, Madrid",https://www.wikidata.org/entity/Q28940906,1,22,23,Fuera de servicio,Disponible,-3.664926,40.447417
2302,"402 - Berrocal, 9","Calle de Berrocal, 9",calle de la Muerte y la Vida,https://www.wikidata.org/entity/Q118164532,2,25,27,Fuera de servicio,Disponible,-3.67615,40.344115
2304,277 - Virgen del Puerto,"Paseo Virgen del Puerto, 27","Paseo de la Virgen del Puerto, Madrid",https://www.wikidata.org/entity/Q6065659,1,14,15,Fuera de servicio,Disponible,-3.721178,40.411622
2307,1 - Metro Sol,"Calle Mayor , 6",Calle Mayor,https://www.wikidata.org/entity/Q1149052,16,7,23,Poca disponibilidad,Disponible,-3.70541,40.416465
2308,263 - Gran Vía de San Francisco,"Avenida Gran Vía de San Francisco, 6",Gran Vía de San Francisco,https://www.wikidata.org/entity/Q32035437,8,15,23,Poca disponibilidad,Disponible,-3.712793,40.408339
2315,347 - Est. tren Mtra Justa Freire-Poli Aluche,"Avenida de las Aguilas, 27","Avenida de Las Águilas, Madrid",https://www.wikidata.org/entity/Q29405114,16,8,24,Poca disponibilidad,Disponible,-3.768603,40.383554
2321,283 - Museo Nacional del Prado,"Calle Felipe IV, 5",Felipe IV Road,https://www.wikidata.org/entity/Q28004581,17,6,23,Disponible,Disponible,-3.691906,40.415208
2326,380 - Oca,"Calle de la Oca, 22",Calle de la Amargura,https://www.wikidata.org/entity/Q5021862,14,10,24,Poca disponibilidad,Disponible,-3.733549,40.389433
2328,354 - Jacinto Verdaguer - Lola de Membrives,"Calle Jacinto Verdaguer, 12",Carrer Jacint Verdaguer,https://www.wikidata.org/entity/Q5740564,5,19,24,Fuera de servicio,Disponible,-3.716053,40.395939
2330,549 - Francisco Pi y Maragall,"Avenida Francisco Pi y Margall, 29",Avenida de Francisco Pi y Margall,https://www.wikidata.org/entity/Q27268566,2,17,19,Fuera de servicio,Disponible,-3.650354,40.486635
2331,"279 - Paseo de los Melancólicos, 1","Paseo de los Melancólicos, 1",paseo de los Melancólicos,https://www.wikidata.org/entity/Q118847890,10,13,23,Poca disponibilidad,Disponible,-3.718482,40.410445
2332,"407 - Carmen de Burgos, 4","Calle Carmen de Burgos, 4",travesía Carmen de Burgos,https://www.wikidata.org/entity/Q123418095,7,16,23,Fuera de servicio,Disponible,-3.684788,40.357546
2333,"276 - Paseo de las Yeserías, 15","Paseo de las Yeserías, 15","Paseo de las Yeserías, Madrid",https://www.wikidata.org/entity/Q16616818,12,10,23,Poca disponibilidad,Disponible,-3.709917,40.399005
2343,474 - Estación de tren de Vicálvaro,"Calle San Cipriano, 71",calle de San Cipriano,https://www.wikidata.org/entity/Q34463888,10,17,27,Poca disponibilidad,Disponible,-3.596875,40.402255
2350,553 - María Portugal - Niceto Alcalá Zamora,"Calle María de Portugal, 44",calle de Bárbara de Bragança,https://www.wikidata.org/entity/Q29413520,11,12,23,Poca disponibilidad,Disponible,-3.658921,40.499909
2368,176 - Plaza de la Beata María Ana de Jesús,"Calle Alicante, 3",Calle Alicante,https://www.wikidata.org/entity/Q123383788,0,0,0,Estado desconocido/mantenimiento,No disponible,-3.693941,40.394186
